id,type,name,creator,starring,year,rating,time,genres,country
81277950,Movie,Enola Holmes,,"Millie Bobby Brown, Henry Cavill, Sam Claflin",2020,TV-PG,124 min,"Family Movies ,Drama Movies ,Mystery Movies ,Movies Based on Books ,Period Pieces ,Action & Adventure Movies ",United States
81406219,Movie,Enola Holmes 2,,"Millie Bobby Brown, Henry Cavill, David Thewlis",2022,TV-14,130 min,"Drama Movies ,Mystery Movies ,Movies Based on Books ,Period Pieces ,Action & Adventure Movies ,Social Issue Dramas ",United States
81716244,Movie,Face Off 3: Imperfect Trio,,"Pornnappan Pornpenpipat, Kieu Minh Tuan, Huy Khanh",2018,TV-PG,102 min,"Comedy Movies ,Action & Adventure Movies",Vietnam
81616947,Movie,Land Of Spirits: The Blind Shaman,,"Huynh Lap, Dai Nghia, Viet Huong",2019,TV-PG,120 min,"Comedy Movies ,Horror Movies ,Action & Adventure Movies",Vietnam
70299203,Movie,Sword of the Assassin,,"Huynh Dong, Midu, Khuong Ngoc",2012,TV-14,103 min,"Drama Movies ,Martial Arts Movies ,Movies Based on Books ,Period Pieces ,Action & Adventure Movies",Vietnam
81336431,Movie,The Pirates: The Last Royal Treasure,,"Kang Ha-neul, Han Hyo-joo, Lee Kwang-soo",2022,TV-14,127 min,"Comedy Movies ,Action & Adventure Movies",South Korea
81220405,Movie,Trang Quynh,,"Quoc Anh, Nha Phuong, Tran Thanh",2019,TV-PG,93 min,"Comedy Movies ,Action & Adventure Movies",Vietnam
81632944,Movie,Satria Dewa: Gatotkaca,,"Rizky Nazar, Yasmin Napper, Yayan Ruhian",2022,TV-PG,129 min,"Drama Movies ,Action & Adventure Movies",Indonesia
81497215,Movie,Minnal Murali,,"Tovino Thomas, Guru Somasundaram, Aju Varghese",2021,TV-PG,159 min,"Drama Movies ,Comedy Movies ,Action & Adventure Movies",India
81335928,Movie,Super Me,,"Darren Wang, Song Jia, Cao Bingkun",2021,TV-14,103 min,"Drama Movies ,Action & Adventure Movies ",China
80097424,Movie,The Space Between Us,,"Gary Oldman, Asa Butterfield, Carla Gugino",2016,TV-PG,120 min,"Sci-Fi Movies ,Romantic Movies ,Action & Adventure Movies ",United States
81367829,Movie,Dream Journey 3: The Land of Many Perfumes,,"Zhang Tianqi, Fan Rui, Xu Minghu",2017,TV-14,99 min,"Comedy Movies ,Movies Based on Books ,Action & Adventure Movies ",China
81418617,Movie,Happiness for Beginners,,"Ellie Kemper, Luke Grimes, Nico Santos",2023,TV-14,103 min,"Romantic Comedy Movies ,Comedy Movies ,Romantic Movies ,Movies Based on Books ,Action & Adventure Movies ",United States
81500432,Movie,Mr. Car and the Knights Templar,,"Mateusz Janicki, Sandra Drzymalska, Maria Dębska",2023,TV-PG,110 min,"Family Movies ,Movies Based on Books ,Action & Adventure Movies",Poland
81001281,Movie,Bill & Ted Face the Music,,"Keanu Reeves, Alex Winter, Kristen Schaal",2020,TV-PG,91 min,"Sci-Fi Movies ,Comedy Movies ,Action & Adventure Movies ",United States
80077238,Movie,Ben-Hur,,"Jack Huston, Morgan Freeman, Rodrigo Santoro",2016,TV-14,123 min,"Drama Movies ,Movies Based on Books ,Action & Adventure Movies ",United States
80091936,Movie,Okja,,"Tilda Swinton, Jake Gyllenhaal, An Seo-hyun",2017,TV-14,121 min,"Drama Movies ,Comedy Movies ,Action & Adventure Movies ,Social Issue Dramas ",United States
81439550,Movie,The Summit of the Gods,,"Lazare Herson-Macarel, Éric Herson-Macarel, Damien Boisseau",2021,TV-PG,95 min,"Adult Animation ,Drama Movies ,Movies Based on Books ,Action & Adventure Movies",France
80104130,Movie,Jagga Jasoos,,"Ranbir Kapoor, Katrina Kaif, Saurabh Shukla",2017,TV-PG,155 min,"Bollywood Movies ,Romantic Comedy Movies ,Comedy Movies ,Romantic Movies ,Action & Adventure Movies",India
81193796,Movie,Indoo Ki Jawani,,"Kiara Advani, Aditya Seal, Mallika Dua",2020,TV-PG,114 min,"Bollywood Movies ,Romantic Comedy Movies ,Comedy Movies ,Romantic Movies ,Action & Adventure Movies",India
80194671,Movie,The Climb,,"Ahmed Sylla, Alice Belaïdi, Kevin Razy",2017,TV-PG,105 min,"Romantic Comedy Movies ,Drama Movies ,Comedy Movies ,Romantic Movies ,Movies Based on Books ,Movies Based on Real Life ,Action & Adventure Movies",France
80162197,Movie,Offline – Das Leben ist kein Bonuslevel,,"Moritz Jahn, Mala Emde, Ugur Ekeroglu",2016,TV-PG,88 min,"Comedy Movies ,Action & Adventure Movies",Germany
81602987,Movie,Super Senior Heroes,,"Bhagyaraj, Ambika, Manobala",2020,TV-PG,139 min,"Drama Movies ,Comedy Movies ,Action & Adventure Movies ",India
81597206,Movie,Ben & Jody,,"Chicco Jerikho, Rio Dewanto, Hana Malasan",2022,TV-MA,113 min,"Drama Movies ,Movies Based on Books ,Action & Adventure Movies",Indonesia
80103475,Movie,Nerve,,"Emma Roberts, Dave Franco, Juliette Lewis",2016,TV-PG,96 min,"Crime Movies ,Thriller Movies ,Movies Based on Books ,Action & Adventure Movies ",United States
81319137,TV Show,Ranveer vs Wild with Bear Grylls,,"Ranveer Singh, Bear Grylls",2022,TV-14,1h 10m,"Reality TV ,Action & Adventure Movies",India
81424365,Movie,The Knight and the Princess,,"Medhat Saleh, Mohamed Henedi, Donia Samir Ghanim",2019,TV-PG,96 min,"Adult Animation ,Middle Eastern Movies ,Action & Adventure Movies ,Musicals",Egypt
81696792,Movie,Bear Man,,"Park Sung-woong, Choi Min-soo, Oh Dal-soo",2023,TV-MA,97 min,"Comedy Movies ,Action & Adventure Movies",South Korea
81689962,Movie,Marry My Dead Body,,"Greg Hsu, Austin Lin, Gingle Wang",2023,TV-MA,129 min,"LGBTQ+ Movies ,Drama Movies ,Comedy Movies ,Action & Adventure Movies ",China
81591199,Movie,Extremely Easy Job,,"Hua Vi Van, Tien Luat, Thu Trang",2022,TV-14,117 min,"Comedy Movies ,Action & Adventure Movies",Vietnam
81168885,Movie,Extreme Job,,"Ryu Seung-ryong, Lee Hanee, Jin Sun-kyu",2019,TV-14,111 min,"Comedy Movies ,Action & Adventure Movies",South Korea
81464329,Movie,Zom 100: Bucket List of the Dead,,"Eiji Akaso, Mai Shiraishi, Shuntaro Yanagi",2023,TV-MA,129 min,"Comedy Movies ,Horror Movies ,Action & Adventure Movies",Japan
81241364,Movie,The Hitman's Wife's Bodyguard,,"Ryan Reynolds, Samuel L. Jackson, Salma Hayek",2021,TV-MA,99 min,"Crime Movies ,Comedy Movies ,Action & Adventure Movies ",United States
81511779,Movie,Bullet Train,,"Brad Pitt, Joey King, Aaron Taylor-Johnson",2022,TV-MA,126 min,"Crime Movies ,Comedy Movies ,Movies Based on Books ,Action & Adventure Movies ",United States
70208247,Movie,21 Jump Street,,"Jonah Hill, Channing Tatum, Brie Larson",2012,TV-MA,109 min,"Comedy Movies ,Action & Adventure Movies ",United States
81238548,Movie,"Masculine Old Man, Beauty and Gangsters",,"Hoai Linh, Toc Tien, Thuong Tin",2015,TV-14,91 min,"Comedy Movies ,Action & Adventure Movies",Vietnam
81507232,Movie,THE FABLE: The Killer Who Doesn't Kill,,"Junichi Okada, Fumino Kimura, Shinichi Tsutsumi",2021,TV-14,131 min,"Comedy Movies ,Action & Adventure Movies",Japan
80119311,Movie,The Hitman’s Bodyguard,,"Ryan Reynolds, Samuel L. Jackson, Gary Oldman",2017,TV-MA,113 min,"Comedy Movies ,Action & Adventure Movies ",United States
80232655,Movie,Shaft,,"Samuel L. Jackson, Jessie T. Usher, Regina Hall",2019,TV-MA,111 min,"Crime Movies ,Comedy Movies ,Action & Adventure Movies ",United States
81186234,Movie,The Out-Laws,,"Adam Devine, Pierce Brosnan, Ellen Barkin",2023,TV-MA,97 min,"Romantic Comedy Movies ,Comedy Movies ,Romantic Movies ,Action & Adventure Movies ",United States
81670615,Movie,"Bua Pun, Beauty and the Blade",,"Anne Thongprasom, Kanawut Traipipattanapong, Apaporn Nakornsawan",2022,TV-MA,110 min,"Comedy Movies ,Action & Adventure Movies",Thailand
80142090,Movie,Baby Driver,,"Ansel Elgort, Kevin Spacey, Lily James",2017,TV-MA,113 min,"Crime Movies ,Comedy Movies ,Action & Adventure Movies ",United States
81186049,Movie,Day Shift,,"Jamie Foxx, Dave Franco, Natasha Liu Bordizzo",2022,TV-MA,113 min,"Comedy Movies ,Horror Movies ,Action & Adventure Movies ",United States
70285697,Movie,Blind Detective,,"Andy Lau, Sammi Cheng, Gao Yuanyuan",2013,TV-14,129 min,"Comedy Movies ,Action & Adventure Movies ",China
81588091,Movie,Spy Kids: Armageddon,,"Gina Rodriguez, Zachary Levi, Connor Esterson",2023,TV-Y,97 min,"Family Movies ,Kids & Family Movies ,Comedy Movies ,Spy Movies ",United States
80237245,Movie,The Monkey King,,"Jimmy O. Yang, Bowen Yang, Jolie Hoang-Rappaport",2023,TV-Y,96 min,"Family Movies ,Kids & Family Movies ,Comedy Movies ,Movies Based on Books ",United States
81247686,Movie,Face Off,,"Ly Hai, Truong Giang, Vo Thanh Tam",2015,TV-PG,94 min,"Comedy Movies ,Action & Adventure Movies",Vietnam
81247687,Movie,Face Off 2: The Studio,,"Ly Hai, Hua Minh Dat, Quoc Thuan",2016,TV-PG,89 min,"Comedy Movies ,Action & Adventure Movies",Vietnam
81604825,Movie,Rangabali,,"Naga Shourya, Yukti Thareja, Shine Tom Chacko",2023,TV-14,134 min,"Romantic Comedy Movies ,Drama Movies ,Comedy Movies ,Romantic Movies ,Action & Adventure Movies ",India
81497489,Movie,Big Nunu's Little Heist,,"Jefferson Tshabalala, Tony Miyambo, Amahle Khumalo",2023,TV-14,92 min,"Comedy Movies ,Action & Adventure Movies ",South Africa
81424438,Movie,Guns Akimbo,,"Daniel Radcliffe, Samara Weaving, Natasha Liu Bordizzo",2019,TV-MA,97 min,"Comedy Movies ,Action & Adventure Movies",Germany
81416977,Movie,The Takedown,,"Omar Sy, Laurent Lafitte, Izïa Higelin",2022,TV-MA,121 min,"Crime Movies ,Comedy Movies ,Action & Adventure Movies",France
81005492,Movie,Spenser Confidential,,"Mark Wahlberg, Winston Duke, Alan Arkin",2020,TV-MA,111 min,"Crime Movies ,Comedy Movies ,Mystery Movies ,Movies Based on Books ,Action & Adventure Movies ",United States
81251628,Movie,The Man from Toronto,,"Kevin Hart, Woody Harrelson, Kaley Cuoco",2022,TV-PG,112 min,"Comedy Movies ,Action & Adventure Movies ",United States
81435736,Movie,Omo Ghetto: the Saga,,"Funke Akindele-Bello, Ayo Makun, Chioma Chukwuka Akpotha",2020,TV-MA,146 min,"Drama Movies ,Comedy Movies ,Action & Adventure Movies ",Nigeria
81212842,Movie,Murder Mystery 2,,"Adam Sandler, Jennifer Aniston, Mark Strong",2023,TV-PG,90 min,"Comedy Movies ,Mystery Movies ,Action & Adventure Movies ",United States
81253859,Movie,The Last Mercenary,,"Jean-Claude Van Damme, Alban Ivanov, Éric Judor",2021,TV-PG,112 min,"Comedy Movies ,Action & Adventure Movies",France
80242619,Movie,Murder Mystery,,"Adam Sandler, Jennifer Aniston, Luke Evans",2019,TV-14,98 min,"Comedy Movies ,Mystery Movies ,Action & Adventure Movies ",United States
81227923,Movie,Børning 3: Asphalt Burning,,"Anders Baasmo Christiansen, Kathrine Thorborg Johansen, Ida Husøy",2020,TV-PG,100 min,"Comedy Movies ,Action & Adventure Movies",Norway
80202809,Movie,Superlopez,,"Dani Rovira, Alexandra Jiménez, Julián López",2018,TV-PG,107 min,"Comedy Movies ,Action & Adventure Movies",Spain
80063265,Movie,The Do-Over,,"Adam Sandler, David Spade, Paula Patton",2016,TV-MA,108 min,"Comedy Movies ,Action & Adventure Movies ",United States
80049284,Movie,The Nice Guys,,"Russell Crowe, Ryan Gosling, Angourie Rice",2016,TV-MA,115 min,"Comedy Movies ,Mystery Movies ,Action & Adventure Movies ",United States
80189631,Movie,America: The Motion Picture,,"Channing Tatum, Jason Mantzoukas, Olivia Munn",2021,TV-MA,98 min,"Adult Animation ,Comedy Movies ,Action & Adventure Movies ",United States
81344237,Movie,My God!! Father,,"Thanavat Vatthanaputi, Chantavit Dhanasevi, Dollacha Phoowijarn Cowell",2020,TV-PG,104 min,"Drama Movies ,Comedy Movies ,Action & Adventure Movies",Thailand
81418329,Movie,THE FABLE,,"Junichi Okada, Fumino Kimura, Mizuki Yamamoto",2019,TV-14,123 min,"Comedy Movies ,Action & Adventure Movies",Japan
81414862,Movie,Anonymous,,"Oc Thanh Van, Kha Ngan, La Thanh",2016,TV-14,93 min,"Comedy Movies ,Action & Adventure Movies",Vietnam
81635997,Movie,Lost In Saigon,,"Diễm My, Hua Vi Van, Viet Huong",2016,TV-14,99 min,"Comedy Movies ,Action & Adventure Movies",Vietnam
81437344,Movie,Seoul Vibe,,"Yoo Ah-in, Ko Kyung-pyo, Lee Kyoo-hyung",2022,TV-14,140 min,"Crime Movies ,Comedy Movies ,Action & Adventure Movies",South Korea
81079259,Movie,Thunder Force,,"Melissa McCarthy, Octavia Spencer, Jason Bateman",2021,TV-14,107 min,"Comedy Movies ,Action & Adventure Movies ",United States
81258582,Movie,Shakini Dakini (Tamil),,"Regina Cassandra, Nivetha Thomas",2022,TV-PG,115 min,"Crime Movies ,Comedy Movies ,Action & Adventure Movies",India
81595543,Movie,Shehzada,,"Kartik Aaryan, Kriti Sanon, Manisha Koirala",2023,TV-PG,142 min,"Bollywood Movies ,Drama Movies ,Comedy Movies ,Action & Adventure Movies",India
70278990,Movie,Fukrey,,"Pulkit Samrat, Manjot Singh, Ali Fazal",2013,TV-PG,135 min,"Bollywood Movies ,Drama Movies ,Comedy Movies ,Action & Adventure Movies",India
80017528,Movie,Happy New Year,,"Shah Rukh Khan, Deepika Padukone, Abhishek Bachchan",2014,TV-14,178 min,"Bollywood Movies ,Comedy Movies ,Action & Adventure Movies",India
80994666,Movie,We Can Be Heroes,,"YaYa Gosselin, Pedro Pascal, Priyanka Chopra Jonas",2020,TV-Y,100 min,"Family Movies ,Kids & Family Movies ,Comedy Movies ",United States
80013941,Movie,Penguins of Madagascar: The Movie,,"Tom McGrath, Christopher Knights, Chris Miller",2014,TV-Y,92 min,"Family Movies ,Kids & Family Movies ,Comedy Movies ,Spy Movies ",United States
81180203,Movie,Dora and the Lost City of Gold,,"Isabela Merced, Eugenio Derbez, Michael Peña",2019,TV-Y,105 min,"Family Movies ,Kids & Family Movies ,Comedy Movies ",United States
80204447,Movie,Bigfoot Junior,,"Pappy Faulkner, Christopher L. Parson, Terrence Stone",2018,TV-Y7,91 min,"Family Movies ,Kids & Family Movies ,Comedy Movies",Belgium
80071348,Movie,Kung Fu Panda 3,,"Jack Black, Bryan Cranston, Dustin Hoffman",2016,TV-Y,94 min,"Family Movies ,Kids & Family Movies ,Comedy Movies ,Martial Arts Movies ",United States
81068803,Movie,Rise of the Teenage Mutant Ninja Turtles: The Movie,,"Ben Schwartz, Omar Benson Miller, Brandon Mychal Smith",2022,TV-Y,82 min,"Kids & Family Movies ,Comedy Movies ",United States
81354554,Movie,Seal Team,,"Jessie T. Usher, J.K. Simmons, Kristen Schaal",2021,TV-Y,100 min,"Family Movies ,Kids & Family Movies ,Comedy Movies ",United States
81174879,Movie,Malibu Rescue: The Next Wave,,"Ricardo Hurtado, Breanna Yde, Jackie R. Jacobson",2020,TV-Y,70 min,"Family Movies ,Kids & Family Movies ,Comedy Movies ",United States
80223928,Movie,Malibu Rescue,,"Ricardo Hurtado, Breanna Yde, Jackie R. Jacobson",2019,TV-Y,69 min,"Family Movies ,Kids & Family Movies ,Comedy Movies ",United States
80199682,Movie,The Christmas Chronicles,,"Kurt Russell, Darby Camp, Judah Lewis",2018,TV-Y,105 min,"Family Movies ,Kids & Family Movies ,Comedy Movies ",United States
80988988,Movie,The Christmas Chronicles: Part Two,,"Kurt Russell, Goldie Hawn, Darby Camp",2020,TV-Y,115 min,"Family Movies ,Kids & Family Movies ,Comedy Movies ",United States
81660258,Movie,Ashman,,"Bashar Al Jazzaf, Elham Ali, Lulwa Almulla",2021,TV-Y7,97 min,"Family Movies ,Kids & Family Movies ,Middle Eastern Movies ,Comedy Movies ,Action & Adventure Movies",Kuwait
81292136,Movie,Little Singham Samundar Ka Sikandar,,"Sumriddhi Shukla, Jigna Bhardwaj, Sonal Kaushal",2021,TV-Y,47 min,"Kids & Family Movies ,Comedy Movies",India
80238399,Movie,The Sleepover,,"Sadie Stanley, Maxwell Simkins, Ken Marino",2020,TV-Y7,103 min,"Family Movies ,Kids & Family Movies ,Comedy Movies ,Mystery Movies ,Action & Adventure Movies ",United States
81058723,TV Show,The Last Kids on Earth: Happy Apocalypse to You,,"Nick Wolfhard, Charles Demers, Montse Hernandez",2021,TV-Y,27m,"Kids' TV ,Kids & Family Movies ,TV Shows Based on Books ,Comedy Movies ,Movies Based on Books ,TV Comedies ,TV Cartoons",Canada
81252403,Movie,Fearless,,"Yara Shahidi, Miles Robbins, Miguel J. Pimentel",2020,TV-Y,91 min,"Family Movies ,Kids & Family Movies ,Comedy Movies ",United States
81318058,Movie,Motu Patlu: Khazaane Ki Race,,"Saurav Chakraborty, Omee, Sankalp",2015,TV-Y,75 min,"Kids & Family Movies ,Comedy Movies",India
81318069,Movie,Motu Patlu in the Game of Zones,,Saurav Chakraborty,2019,TV-Y,87 min,"Kids & Family Movies ,Comedy Movies",India
81681504,Movie,Luc Van Tien: Kung Fu Warrior,,"Andy Long Nguyen, Diep Lam Anh, Kim Tuyen",2017,TV-PG,89 min,"Comedy Movies ,Movies Based on Books ,Action & Adventure Movies",Vietnam
81344253,Movie,The Big 4,,"Abimana Aryasatya, Putri Marino, Arie Kriting",2022,TV-MA,141 min,"Comedy Movies ,Action & Adventure Movies",Indonesia
81598308,Movie,Fast & Feel Love,,"Nat Kitcharit, Urassaya Sperbund, Anusara Korsamphan",2022,TV-PG,131 min,"Sports Movies ,Romantic Comedy Movies ,Comedy Movies ,Romantic Movies ,Action & Adventure Movies",Thailand
81399614,Movie,The Mitchells vs. The Machines,,"Danny McBride, Abbi Jacobson, Maya Rudolph",2021,TV-14,114 min,Comedy Movies,United States
81716251,Movie,Face Off 6: The Ticket of Destiny,,"Quoc Cuong, Trung Dung, Huy Khanh",2023,TV-14,131 min,"Drama Movies ,Action & Adventure Movies",Vietnam
81636002,Movie,Battle of the Fists,,"Tien Hoang, Katleen Phan Vo, Gi A Nguyen",2021,TV-PG,93 min,"Sports Movies ,Drama Movies ,Martial Arts Movies ,Action & Adventure Movies",Vietnam
81078578,Movie,"The Gangster, The Cop, The Devil",,"Don Lee, Kim Moo-yeol, Kim Sung-kyu",2019,TV-14,105 min,"Crime Movies ,Action & Adventure Movies",South Korea
81711815,Movie,The Janitor,,"Dennis Trillo, Richard Gomez, Derek Ramsay",2014,TV-MA,114 min,"Crime Movies ,Drama Movies ,Action & Adventure Movies",Philippines
81647497,Movie,High & Low The Worst X,,"Kazuma Kawamura, Yuta Nakamoto, Hokuto Yoshino",2022,TV-14,119 min,Action & Adventure Movies,Japan
81313229,Movie,Rurouni Kenshin: The Beginning,,"Takeru Satoh, Kasumi Arimura, Issey Takahashi",2021,TV-MA,138 min,"Period Pieces ,Action & Adventure Movies",Japan
70293105,Movie,Rurouni Kenshin: Origins,,"Takeru Satoh, Emi Takei, Koji Kikkawa",2012,TV-MA,134 min,"Period Pieces ,Action & Adventure Movies",Japan
81603171,Movie,Furies,,"Dong Anh Quynh, Toc Tien, Thuan Nguyen",2023,TV-MA,109 min,"Crime Movies ,Drama Movies ,Martial Arts Movies ,Action & Adventure Movies",Vietnam
81295067,Movie,Peninsula,,"Gang Dong-won, Lee Jung-hyun, Kwon Hae-hyo",2020,TV-MA,115 min,"Horror Movies ,Action & Adventure Movies",South Korea
70288432,Movie,Flu,,"Jang Hyuk, Su Ae, Park Min-ha",2013,TV-14,121 min,"Drama Movies ,Action & Adventure Movies",South Korea
80084765,Movie,Rise of the Legend,,"Eddie Peng, Sammo Kam-Bo Hung, Luodan Wang",2014,TV-MA,131 min,"Drama Movies ,Martial Arts Movies ,Period Pieces ,Action & Adventure Movies ",China
70306400,Movie,Kung Fu Jungle,,"Donnie Yen, Wang Baoqiang, Charlie Yeung",2014,TV-MA,99 min,"Crime Movies ,Martial Arts Movies ,Action & Adventure Movies ",China
70259456,Movie,The Thieves,,"Kim Yun-seok, Lee Jung-jae, Kim Hye-soo",2012,TV-14,135 min,"Crime Movies ,Action & Adventure Movies",South Korea
81478985,Movie,Kill Boksoon,,"Jeon Do-yeon, Sul Kyung-gu, Kim Si-a",2023,TV-MA,136 min,Action & Adventure Movies,South Korea
81313227,Movie,Rurouni Kenshin: The Final,,"Takeru Satoh, Emi Takei, Mackenyu",2021,TV-14,139 min,"Period Pieces ,Action & Adventure Movies",Japan
80117824,Movie,Train to Busan,,"Gong Yoo, Jung Yu-mi, Don Lee",2016,TV-14,117 min,"Horror Movies ,Action & Adventure Movies",South Korea
70286084,Movie,Cold War,,"Aaron Kwok, Andy Lau, Charlie Yeung",2012,TV-14,101 min,"Crime Movies ,Action & Adventure Movies ",China
80007759,Movie,Firestorm,,"Andy Lau, Lam Ka Tung, Yao Chen",2013,TV-MA,109 min,"Crime Movies ,Action & Adventure Movies ",China
81399639,Movie,Carter,,"Joo Won, Lee Sung-jae, Jeong So-ri",2022,TV-MA,134 min,Action & Adventure Movies,South Korea
81249457,Movie,Long Live the King,,"Kim Rae-won, Won Jin-a, Jin Sun-kyu",2019,TV-14,117 min,"Crime Movies ,Drama Movies ,Action & Adventure Movies",South Korea
80177865,Movie,The Prison,,"Han Seok-kyu, Kim Rae-won, Lee Kyung-yung",2017,TV-MA,119 min,"Crime Movies ,Action & Adventure Movies",South Korea
80108208,Movie,Phantom Detective,,"Lee Je-hoon, Kim Sung-kyun, Park Geun-hyeong",2016,TV-14,126 min,"Crime Movies ,Mystery Movies ,Movies Based on Books ,Action & Adventure Movies",South Korea
81000511,Movie,Revenger,,"Bruce Khan, Park Hee-soon, Yoon Jin-seo",2018,TV-MA,101 min,"Martial Arts Movies ,Action & Adventure Movies",South Korea
80008748,Movie,Kundo: Age of the Rampant,,"Ha Jung-woo, Gang Dong-won, Lee Kyung-yung",2014,TV-MA,137 min,"Drama Movies ,Period Pieces ,Action & Adventure Movies ,Social Issue Dramas",South Korea
81002312,Movie,Believer,,"Cho Jin-woong, Ryu Jun-yeol, Kim Sung-ryoung",2018,TV-MA,123 min,"Crime Movies ,Drama Movies ,Action & Adventure Movies",South Korea
81465109,Movie,JUNG_E,,"Kang Soo-youn, Kim Hyun-joo, Ryu Kyung-soo",2023,TV-PG,99 min,"Sci-Fi Movies ,Drama Movies ,Action & Adventure Movies",South Korea
81623336,Movie,The Assassin,,"Shin Hyun-joon, Lee Moon-sik, Kim Min-kyung",2023,TV-MA,100 min,"Drama Movies ,Period Pieces ,Action & Adventure Movies",South Korea
80144372,Movie,Asura: The City of Madness,,"Jung Woo-sung, Hwang Jung-min, Ju Ji-hoon",2016,TV-MA,132 min,"Crime Movies ,Drama Movies ,Action & Adventure Movies ,Social Issue Dramas",South Korea
81161926,Movie,The Merciless,,"Sul Kyung-gu, Yim Si-wan, Kim Hie-won",2017,TV-MA,120 min,"Crime Movies ,Drama Movies ,Action & Adventure Movies",South Korea
80013891,Movie,Rurouni Kenshin: The Legend Ends,,"Takeru Satoh, Emi Takei, Yusuke Iseya",2014,TV-14,134 min,"Period Pieces ,Action & Adventure Movies",Japan
81304899,Movie,High & Low The Worst,,"Kazuma Kawamura, Jun Shison, Yuki Yamada",2019,TV-14,125 min,Action & Adventure Movies,Japan
81651403,Movie,Shock Wave 2,,"Andy Lau, Sean Lau, Ni Ni",2020,TV-14,120 min,"Crime Movies ,Drama Movies ,Action & Adventure Movies ",China
80226217,Movie,Shockwave Tunnel,,"Andy Lau, Jiang Wu, Song Jia",2017,TV-MA,118 min,"Crime Movies ,Action & Adventure Movies ",China
80196353,Movie,Tracer,,"Truong Ngoc Anh, Vinh Thuy, Thien Nguyen",2016,TV-14,94 min,"Crime Movies ,Martial Arts Movies ,Action & Adventure Movies",Vietnam
81642914,Movie,578: Magnum,,"Alexandre Nguyen, Le Thanh Thao, H'Hen Nie",2022,TV-MA,107 min,"Drama Movies ,Action & Adventure Movies",Vietnam
81513482,Movie,Arisaka,,"Maja Salvador, Mon Confiado, Arthur Acuña",2020,TV-MA,95 min,Action & Adventure Movies,Philippines
80203776,Movie,Bitcoin Heist,,"Kate Nhung, Huyme, Petey Majik Nguyen",2016,TV-14,115 min,"Crime Movies ,Action & Adventure Movies",Vietnam
70299880,Movie,The Raid 2,,"Iko Uwais, Tio Pakusadewo, Arifin Putra",2014,TV-MA,150 min,"Crime Movies ,Martial Arts Movies ,Action & Adventure Movies",Indonesia
80148162,Movie,The Night Comes for Us,,"Joe Taslim, Iko Uwais, Asha Kenyeri Bermudez",2018,TV-MA,120 min,"Crime Movies ,Martial Arts Movies ,Action & Adventure Movies",Indonesia
81504695,Movie,The Assistant,,"Iedil Dzuhrie Alaudin, Hairul Azreen, Henley Hii",2022,TV-MA,123 min,Action & Adventure Movies,Malaysia
81593636,Movie,4 Kings,,"Arak Amornsupasiri, Itkron Pungkiatrassamee, Poom Rungsrithananon",2021,TV-MA,138 min,"Drama Movies ,Action & Adventure Movies",Thailand
81651405,Movie,The Foggy Mountain,,"Peter Pham, Simon Kook, Thach Kim Long",2020,TV-MA,86 min,"Sports Movies ,Martial Arts Movies ,Action & Adventure Movies",Vietnam
81408885,Movie,"Sultan Agung: Throne, Rebellion, and Love",,"Ario Bayu, Marthino Lio, Adinia Wirasti",2018,TV-14,159 min,"Drama Movies ,Period Pieces ,Movies Based on Real Life ,Action & Adventure Movies ,Social Issue Dramas",Indonesia
80109145,Movie,Headshot,,"Iko Uwais, Chelsea Islan, Julie Estelle",2016,TV-MA,118 min,"Crime Movies ,Martial Arts Movies ,Action & Adventure Movies",Indonesia
81048780,Movie,Game Changer,,"Pitawat Pruksakit, Isara Kitnitchee, Sim Kyutae",2021,TV-14,101 min,Action & Adventure Movies,Thailand
81380027,Movie,Juara,,"Bisma Karisma, Tora Sudiro, Cut Mini Theo",2016,TV-PG,101 min,"Sports Movies ,Drama Movies ,Action & Adventure Movies",Indonesia
81644707,Movie,Circle Line,,"Jesseca Liu, Andie Chen, Peter Yu",2022,TV-14,79 min,"Horror Movies ,Action & Adventure Movies",Singapore
81285890,Movie,Tarung Sarung,,"Panji Zoni, Yayan Ruhian, Maizura",2020,TV-PG,115 min,"Drama Movies ,Martial Arts Movies ,Action & Adventure Movies",Indonesia
80236341,Movie,Maria,,"Cristine Reyes, Germaine De Leon, KC Montero",2019,TV-MA,89 min,"Crime Movies ,Martial Arts Movies ,Action & Adventure Movies",Philippines
81243243,Movie,Wira,,"Hairul Azreen, Fify Azmi, Ismi Melinda",2019,TV-14,108 min,"Drama Movies ,Martial Arts Movies ,Action & Adventure Movies",Malaysia
81648737,Movie,Deleted,,"Zheng Geping, Vincent Ng, Fattah Amin",2022,TV-14,85 min,"Crime Movies ,Drama Movies ,Action & Adventure Movies",Singapore
81349124,Movie,Chennai 2 Singapore,,"Gokul Anand, Anju Kurian, Anu Kurian",2017,TV-14,122 min,"Comedy Movies ,Action & Adventure Movies ",Singapore
80013790,Movie,Rurouni Kenshin: Kyoto Inferno,,"Takeru Satoh, Emi Takei, Yusuke Iseya",2014,TV-14,138 min,"Period Pieces ,Action & Adventure Movies",Japan
81238549,Movie,Rise,,"Truong Ngoc Anh, Kim Ly, Chi Bao",2014,TV-14,92 min,"Drama Movies ,Movies Based on Books ,Action & Adventure Movies",Vietnam
81304894,Movie,High & Low The Movie,,"Takanori Iwata, Akira, Sho Aoyagi",2016,TV-14,128 min,Action & Adventure Movies,Japan
